84.7669,84.7745,84.7974,84.8356,84.8894,84.9592,85.0455,85.1489,85.2702,85.4106,85.5713,85.7541,85.9612,86.1956,86.4609,86.7624,87.1066,87.5011,87.9472,88.8334,90.6564,92.2276,93.3586,94.0815,94.4336,94.4336,94.0815,93.3586,92.2276,90.6564,88.8334,87.9472,87.5011,87.1066,86.7624,86.4609,86.1956,85.9612,85.7541,85.5713,85.4106,85.2702,85.1489,85.0455,84.9592,84.8894,84.8356,84.7974,84.7745,84.7669
84.7788,84.7865,84.8097,84.8485,84.9033,84.9743,85.0623,85.1677,85.2918,85.4355,85.6007,85.7894,86.0044,86.2498,86.5315,86.8580,87.2432,87.7079,88.2811,89.3397,91.2614,92.9015,94.0815,94.8360,95.2036,95.2036,94.8360,94.0815,92.9015,91.2614,89.3397,88.2811,87.7079,87.2432,86.8580,86.5315,86.2498,86.0044,85.7894,85.6007,85.4355,85.2918,85.1677,85.0623,84.9743,84.9033,84.8485,84.8097,84.7865,84.7788
84.7847,84.7925,84.8159,84.8551,84.9103,84.9820,85.0708,85.1773,85.3027,85.4483,85.6157,85.8075,86.0267,86.2781,86.5684,86.9085,87.3151,87.8153,88.4497,89.5889,91.5569,93.2298,94.4336,95.2036,95.5787,95.5787,95.2036,94.4336,93.2298,91.5569,89.5889,88.4497,87.8153,87.3151,86.9085,86.5684,86.2781,86.0267,85.8075,85.6157,85.4483,85.3027,85.1773,85.0708,84.9820,84.9103,84.8551,84.8159,84.7925,84.7847
84.7847,84.7925,84.8159,84.8551,84.9103,84.9820,85.0708,85.1773,85.3027,85.4483,85.6157,85.8075,86.0267,86.2781,86.5684,86.9085,87.3151,87.8153,88.4497,89.5889,91.5569,93.2298,94.4336,95.2036,95.5787,95.5787,95.2036,94.4336,93.2298,91.5569,89.5889,88.4497,87.8153,87.3151,86.9085,86.5684,86.2781,86.0267,85.8075,85.6157,85.4483,85.3027,85.1773,85.0708,84.9820,84.9103,84.8551,84.8159,84.7925,84.7847
84.7788,84.7865,84.8097,84.8485,84.9033,84.9743,85.0623,85.1677,85.2918,85.4355,85.6007,85.7894,86.0044,86.2498,86.5315,86.8580,87.2432,87.7079,88.2811,89.3397,91.2614,92.9015,94.0815,94.8360,95.2036,95.2036,94.8360,94.0815,92.9015,91.2614,89.3397,88.2811,87.7079,87.2432,86.8580,86.5315,86.2498,86.0044,85.7894,85.6007,85.4355,85.2918,85.1677,85.0623,84.9743,84.9033,84.8485,84.8097,84.7865,84.7788
84.7669,84.7745,84.7974,84.8356,84.8894,84.9592,85.0455,85.1489,85.2702,85.4106,85.5713,85.7541,85.9612,86.1956,86.4609,86.7624,87.1066,87.5011,87.9472,88.8334,90.6564,92.2276,93.3586,94.0815,94.4336,94.4336,94.0815,93.3586,92.2276,90.6564,88.8334,87.9472,87.5011,87.1066,86.7624,86.4609,86.1956,85.9612,85.7541,85.5713,85.4106,85.2702,85.1489,85.0455,84.9592,84.8894,84.8356,84.7974,84.7745,84.7669
84.7495,84.7569,84.7792,84.8165,84.8690,84.9369,85.0209,85.1213,85.2388,85.3743,85.5288,85.7035,85.8999,86.1193,86.3632,86.6318,86.9213,87.2158,87.4616,88.0565,89.7151,91.1744,92.2276,92.9015,93.2298,93.2298,92.9015,92.2276,91.1744,89.7151,88.0565,87.4616,87.2158,86.9213,86.6318,86.3632,86.1193,85.8999,85.7035,85.5288,85.3743,85.2388,85.1213,85.0209,84.9369,84.8690,84.8165,84.7792,84.7569,84.7495
84.7268,84.7340,84.7556,84.7917,84.8425,84.9082,84.9891,85.0857,85.1985,85.3280,85.4750,85.6401,85.8238,86.0264,86.2469,86.4806,86.7131,86.8969,86.8756,87.0155,88.4223,89.7151,90.6564,91.2614,91.5569,91.5569,91.2614,90.6564,89.7151,88.4223,87.0155,86.8756,86.8969,86.7131,86.4806,86.2469,86.0264,85.8238,85.6401,85.4750,85.3280,85.1985,85.0857,84.9891,84.9082,84.8425,84.7917,84.7556,84.7340,84.7268
84.6993,84.7062,84.7270,84.7618,84.8105,84.8735,84.9510,85.0433,85.1506,85.2733,85.4118,85.5664,85.7368,85.9223,86.1204,86.3239,86.5132,86.6241,86.3932,85.9659,87.0155,88.0565,88.8334,89.3397,89.5889,89.5889,89.3397,88.8334,88.0565,87.0155,85.9659,86.3932,86.6241,86.5132,86.3239,86.1204,85.9223,85.7368,85.5664,85.4118,85.2733,85.1506,85.0433,84.9510,84.8735,84.8105,84.7618,84.7270,84.7062,84.6993
84.6676,84.6743,84.6941,84.7273,84.7738,84.8339,84.9075,84.9949,85.0963,85.2118,85.3414,85.4851,85.6422,85.8116,85.9902,86.1715,86.3399,86.4555,86.4185,86.3932,86.8756,87.4616,87.9472,88.2811,88.4497,88.4497,88.2811,87.9472,87.4616,86.8756,86.3932,86.4185,86.4555,86.3399,86.1715,85.9902,85.8116,85.6422,85.4851,85.3414,85.2118,85.0963,84.9949,84.9075,84.8339,84.7738,84.7273,84.6941,84.6743,84.6676
84.6323,84.6387,84.6575,84.6890,84.7332,84.7900,84.8596,84.9420,85.0372,85.1451,85.2657,85.3986,85.5430,85.6975,85.8596,86.0249,86.1852,86.3290,86.4555,86.6241,86.8969,87.2158,87.5011,87.7079,87.8153,87.8153,87.7079,87.5011,87.2158,86.8969,86.6241,86.4555,86.3290,86.1852,86.0249,85.8596,85.6975,85.5430,85.3986,85.2657,85.1451,85.0372,84.9420,84.8596,84.7900,84.7332,84.6890,84.6575,84.6387,84.6323
84.5942,84.6001,84.6180,84.6477,84.6894,84.7429,84.8083,84.8855,84.9744,85.0748,85.1865,85.3089,85.4412,85.5822,85.7299,85.8816,86.0341,86.1852,86.3399,86.5132,86.7131,86.9213,87.1066,87.2432,87.3151,87.3151,87.2432,87.1066,86.9213,86.7131,86.5132,86.3399,86.1852,86.0341,85.8816,85.7299,85.5822,85.4412,85.3089,85.1865,85.0748,84.9744,84.8855,84.8083,84.7429,84.6894,84.6477,84.6180,84.6001,84.5942
84.5538,84.5594,84.5762,84.6042,84.6433,84.6934,84.7546,84.8266,84.9093,85.0023,85.1054,85.2178,85.3388,85.4673,85.6017,85.7404,85.8816,86.0249,86.1715,86.3239,86.4806,86.6318,86.7624,86.8580,86.9085,86.9085,86.8580,86.7624,86.6318,86.4806,86.3239,86.1715,86.0249,85.8816,85.7404,85.6017,85.4673,85.3388,85.2178,85.1054,85.0023,84.9093,84.8266,84.7546,84.6934,84.6433,84.6042,84.5762,84.5594,84.5538
84.5119,84.5172,84.5329,84.5591,84.5957,84.6425,84.6995,84.7665,84.8431,84.9290,85.0238,85.1269,85.2373,85.3541,85.4760,85.6017,85.7299,85.8596,85.9902,86.1204,86.2469,86.3632,86.4609,86.5315,86.5684,86.5684,86.5315,86.4609,86.3632,86.2469,86.1204,85.9902,85.8596,85.7299,85.6017,85.4760,85.3541,85.2373,85.1269,85.0238,84.9290,84.8431,84.7665,84.6995,84.6425,84.5957,84.5591,84.5329,84.5172,84.5119
84.4693,84.4742,84.4889,84.5134,84.5475,84.5911,84.6441,84.7061,84.7769,84.8561,84.9431,85.0373,85.1379,85.2439,85.3541,85.4673,85.5822,85.6975,85.8116,85.9223,86.0264,86.1193,86.1956,86.2498,86.2781,86.2781,86.2498,86.1956,86.1193,86.0264,85.9223,85.8116,85.6975,85.5822,85.4673,85.3541,85.2439,85.1379,85.0373,84.9431,84.8561,84.7769,84.7061,84.6441,84.5911,84.5475,84.5134,84.4889,84.4742,84.4693
84.4266,84.4312,84.4449,84.4677,84.4995,84.5400,84.5891,84.6465,84.7118,84.7847,84.8644,84.9505,85.0419,85.1379,85.2373,85.3388,85.4412,85.5430,85.6422,85.7368,85.8238,85.8999,85.9612,86.0044,86.0267,86.0267,86.0044,85.9612,85.8999,85.8238,85.7368,85.6422,85.5430,85.4412,85.3388,85.2373,85.1379,85.0419,84.9505,84.8644,84.7847,84.7118,84.6465,84.5891,84.5400,84.4995,84.4677,84.4449,84.4312,84.4266
84.3846,84.3889,84.4017,84.4229,84.4524,84.4900,84.5355,84.5885,84.6488,84.7157,84.7888,84.8673,84.9505,85.0373,85.1269,85.2178,85.3089,85.3986,85.4851,85.5664,85.6401,85.7035,85.7541,85.7894,85.8075,85.8075,85.7894,85.7541,85.7035,85.6401,85.5664,85.4851,85.3986,85.3089,85.2178,85.1269,85.0373,84.9505,84.8673,84.7888,84.7157,84.6488,84.5885,84.5355,84.4900,84.4524,84.4229,84.4017,84.3889,84.3846
84.3439,84.3479,84.3598,84.3795,84.4069,84.4418,84.4840,84.5330,84.5885,84.6501,84.7170,84.7888,84.8644,84.9431,85.0238,85.1054,85.1865,85.2657,85.3414,85.4118,85.4750,85.5288,85.5713,85.6007,85.6157,85.6157,85.6007,85.5713,85.5288,85.4750,85.4118,85.3414,85.2657,85.1865,85.1054,85.0238,84.9431,84.8644,84.7888,84.7170,84.6501,84.5885,84.5330,84.4840,84.4418,84.4069,84.3795,84.3598,84.3479,84.3439
84.3052,84.3089,84.3200,84.3383,84.3638,84.3962,84.4353,84.4807,84.5319,84.5886,84.6501,84.7157,84.7847,84.8561,84.9290,85.0023,85.0748,85.1451,85.2118,85.2733,85.3280,85.3743,85.4106,85.4355,85.4483,85.4483,85.4355,85.4106,85.3743,85.3280,85.2733,85.2118,85.1451,85.0748,85.0023,84.9290,84.8561,84.7847,84.7157,84.6501,84.5886,84.5319,84.4807,84.4353,84.3962,84.3638,84.3383,84.3200,84.3089,84.3052
84.2689,84.2724,84.2827,84.2999,84.3236,84.3538,84.3901,84.4322,84.4796,84.5319,84.5885,84.6488,84.7118,84.7769,84.8431,84.9093,84.9744,85.0372,85.0963,85.1506,85.1985,85.2388,85.2702,85.2918,85.3027,85.3027,85.2918,85.2702,85.2388,85.1985,85.1506,85.0963,85.0372,84.9744,84.9093,84.8431,84.7769,84.7118,84.6488,84.5885,84.5319,84.4796,84.4322,84.3901,84.3538,84.3236,84.2999,84.2827,84.2724,84.2689
84.2357,84.2389,84.2486,84.2646,84.2869,84.3150,84.3489,84.3881,84.4322,84.4807,84.5330,84.5885,84.6465,84.7061,84.7665,84.8266,84.8855,84.9420,84.9949,85.0433,85.0857,85.1213,85.1489,85.1677,85.1773,85.1773,85.1677,85.1489,85.1213,85.0857,85.0433,84.9949,84.9420,84.8855,84.8266,84.7665,84.7061,84.6465,84.5885,84.5330,84.4807,84.4322,84.3881,84.3489,84.3150,84.2869,84.2646,84.2486,84.2389,84.2357
84.2060,84.2090,84.2181,84.2332,84.2540,84.2805,84.3122,84.3489,84.3901,84.4353,84.4840,84.5355,84.5891,84.6441,84.6995,84.7546,84.8083,84.8596,84.9075,84.9510,84.9891,85.0209,85.0455,85.0623,85.0708,85.0708,85.0623,85.0455,85.0209,84.9891,84.9510,84.9075,84.8596,84.8083,84.7546,84.6995,84.6441,84.5891,84.5355,84.4840,84.4353,84.3901,84.3489,84.3122,84.2805,84.2540,84.2332,84.2181,84.2090,84.2060
84.1801,84.1830,84.1916,84.2058,84.2256,84.2505,84.2805,84.3150,84.3538,84.3962,84.4418,84.4900,84.5400,84.5911,84.6425,84.6934,84.7429,84.7900,84.8339,84.8735,84.9082,84.9369,84.9592,84.9743,84.9820,84.9820,84.9743,84.9592,84.9369,84.9082,84.8735,84.8339,84.7900,84.7429,84.6934,84.6425,84.5911,84.5400,84.4900,84.4418,84.3962,84.3538,84.3150,84.2805,84.2505,84.2256,84.2058,84.1916,84.1830,84.1801
84.1585,84.1612,84.1694,84.1830,84.2018,84.2256,84.2540,84.2869,84.3236,84.3638,84.4069,84.4524,84.4995,84.5475,84.5957,84.6433,84.6894,84.7332,84.7738,84.8105,84.8425,84.8690,84.8894,84.9033,84.9103,84.9103,84.9033,84.8894,84.8690,84.8425,84.8105,84.7738,84.7332,84.6894,84.6433,84.5957,84.5475,84.4995,84.4524,84.4069,84.3638,84.3236,84.2869,84.2540,84.2256,84.2018,84.1830,84.1694,84.1612,84.1585
84.1413,84.1440,84.1519,84.1649,84.1830,84.2058,84.2332,84.2646,84.2999,84.3383,84.3795,84.4229,84.4677,84.5134,84.5591,84.6042,84.6477,84.6890,84.7273,84.7618,84.7917,84.8165,84.8356,84.8485,84.8551,84.8551,84.8485,84.8356,84.8165,84.7917,84.7618,84.7273,84.6890,84.6477,84.6042,84.5591,84.5134,84.4677,84.4229,84.3795,84.3383,84.2999,84.2646,84.2332,84.2058,84.1830,84.1649,84.1519,84.1440,84.1413
84.1289,84.1315,84.1392,84.1519,84.1694,84.1916,84.2181,84.2486,84.2827,84.3200,84.3598,84.4017,84.4449,84.4889,84.5329,84.5762,84.6180,84.6575,84.6941,84.7270,84.7556,84.7792,84.7974,84.8097,84.8159,84.8159,84.8097,84.7974,84.7792,84.7556,84.7270,84.6941,84.6575,84.6180,84.5762,84.5329,84.4889,84.4449,84.4017,84.3598,84.3200,84.2827,84.2486,84.2181,84.1916,84.1694,84.1519,84.1392,84.1315,84.1289
84.1214,84.1240,84.1315,84.1440,84.1612,84.1830,84.2090,84.2389,84.2724,84.3089,84.3479,84.3889,84.4312,84.4742,84.5172,84.5594,84.6001,84.6387,84.6743,84.7062,84.7340,84.7569,84.7745,84.7865,84.7925,84.7925,84.7865,84.7745,84.7569,84.7340,84.7062,84.6743,84.6387,84.6001,84.5594,84.5172,84.4742,84.4312,84.3889,84.3479,84.3089,84.2724,84.2389,84.2090,84.1830,84.1612,84.1440,84.1315,84.1240,84.1214
84.1189,84.1214,84.1289,84.1413,84.1585,84.1801,84.2060,84.2357,84.2689,84.3052,84.3439,84.3846,84.4266,84.4693,84.5119,84.5538,84.5942,84.6323,84.6676,84.6993,84.7268,84.7495,84.7669,84.7788,84.7847,84.7847,84.7788,84.7669,84.7495,84.7268,84.6993,84.6676,84.6323,84.5942,84.5538,84.5119,84.4693,84.4266,84.3846,84.3439,84.3052,84.2689,84.2357,84.2060,84.1801,84.1585,84.1413,84.1289,84.1214,84.1189
